index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
592,gas_tax,Graded roads to be ranked,"Voyles, Karen","Gainesville Sun; Gainesville, Fla.","Mar 10, 2008","Gainesville, Fla.",,NEWS,https://www.proquest.com/newspapers/graded-roads-be-ranked/docview/390522464/se-2?accountid=13360,FL
593,gas_tax,Letters to the Editor for June 19,Anonymous,"Gainesville Sun; Gainesville, Fla.","Jun 19, 2008","Gainesville, Fla.",,,https://www.proquest.com/newspapers/letters-editor-june-19/docview/390550003/se-2?accountid=13360,FL
594,gas_tax,VOTERS GUIDE 1998,,"The Atlanta Journal the Atlanta Constitution; Atlanta, Ga.","Oct 22, 1998","Atlanta, Ga.",,Gwinnett Extra,https://www.proquest.com/newspapers/voters-guide-1998/docview/247692897/se-2?accountid=13360,GA
595,cap_and_trade,VALET PARKING STEALS PUBLIC SPOTS,Anonymous,"Savannah Morning News; Savannah, Ga.","Jul 13, 2009","Savannah, Ga.",A.12,OPINION,https://www.proquest.com/newspapers/valet-parking-steals-public-spots/docview/382060270/se-2?accountid=13360,GA
596,cap_and_trade,VOX 815-0869: S.C. POLITICS,Anonymous,"Savannah Morning News; Savannah, Ga.","Nov 17, 2010","Savannah, Ga.",16,CAUSES,https://www.proquest.com/newspapers/vox-815-0869-s-c-politics/docview/807596628/se-2?accountid=13360,GA
597,gas_tax,Outer Perimeter motorists pay twice,,"The Atlanta Journal the Atlanta Constitution (pre-1997 Fulltext); Atlanta, Ga.","Feb 29, 1996","Atlanta, Ga.",A.20,EDITORIAL,https://www.proquest.com/newspapers/outer-perimeter-motorists-pay-twice/docview/293130777/se-2?accountid=13360,GA
598,gas_tax,MONROE DRIVE GROWING GRIDLOCK It's not your imagination. The traffic you idled in on the Downtown Connector going home last night has gotten worse - much worse. And it's not going to get any better.,"Monroe, Doug; Staff writer David Goldberg contributed to this column.","The Atlanta Journal the Atlanta Constitution (pre-1997 Fulltext); Atlanta, Ga.","Feb 21, 1996","Atlanta, Ga.",B.01,LOCAL NEWS,https://www.proquest.com/newspapers/monroe-drive-growing-gridlock-not-your/docview/293272517/se-2?accountid=13360,GA
599,cap_and_trade,HERESY PROTECTS GEORGIANS,"Fulford, Edward","Savannah Morning News; Savannah, Ga.","May 8, 2010","Savannah, Ga.",A.8,OPINION,https://www.proquest.com/newspapers/heresy-protects-georgians/docview/251785480/se-2?accountid=13360,GA
600,cap_and_trade,READERS WRITE: [Main Edition],"ALMA FREEDMAN, SID HASAN, RICHARD CAMPOLMI, JEFF KERR, H. ROBERT BAKER","The Atlanta Journal - Constitution; Atlanta, Ga.","Jun 8, 2007","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/readers-write/docview/337443888/se-2?accountid=13360,GA
601,cap_and_trade,"Credits proposed to curb warming: Industry initiative: Plan would permit companies to buy, sell carbon emission rights.: [Main Edition]","Nesmith, Jeff","The Atlanta Journal - Constitution; Atlanta, Ga.","Jan 23, 2007","Atlanta, Ga.",,Business,https://www.proquest.com/newspapers/credits-proposed-curb-warming-industry-initiative/docview/337322153/se-2?accountid=13360,GA
602,gas_tax,Metro chamber favors sales tax for transportation: [Main Edition],"Saporta, Maria","The Atlanta Journal - Constitution; Atlanta, Ga.","Nov 30, 2006","Atlanta, Ga.",,Business,https://www.proquest.com/newspapers/metro-chamber-favors-sales-tax-transportation/docview/337347437/se-2?accountid=13360,GA
603,gas_tax,Gwinnett Opinions: READERS RESPOND: [Home Edition],"BEVERLY AARONS, HEATHER WASHINGTON, JOEL GOOBICH, NATALIE FINK, DICK GELLNER, VERN HERR, KINNEY BACON, MIKE GOODMAN, TRISH ALBERT","The Atlanta Journal - Constitution; Atlanta, Ga.","Apr 20, 2005","Atlanta, Ga.",,Gwinnett News,https://www.proquest.com/newspapers/gwinnett-opinions-readers-respond/docview/337193595/se-2?accountid=13360,GA
604,cap_and_trade,Readers write,"Parkman, Jim; William Hovey Smith; Alford, Dean; Ramey, John; McClure, Nathan; Orrison, Becky; Heising, Riccarda","The Atlanta Journal - Constitution; Atlanta, Ga.","Jun 7, 2009","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/readers-write/docview/337609921/se-2?accountid=13360,GA
605,net_metering,PSC runoff affects your electric bill,"Landers, Mary; USA TODAY NETWORK","Savannah Morning News; Savannah, Ga.","Dec 30, 2020","Savannah, Ga.",A.1,Test,https://www.proquest.com/newspapers/psc-runoff-affects-your-electric-bill/docview/2473722903/se-2?accountid=13360,GA
606,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,Gwinnett News,https://www.proquest.com/newspapers/2008-voters-guide/docview/337489141/se-2?accountid=13360,GA
607,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,CityLife,https://www.proquest.com/newspapers/2008-voters-guide/docview/337489217/se-2?accountid=13360,GA
608,RPS,The Strike: A Special Opinion Section Another Voice Corporate Trends Learning to survive the good times,"Geewax, Marilyn","The Atlanta Constitution; Atlanta, Ga.","Aug 8, 1997","Atlanta, Ga.",,EDITORIAL,https://www.proquest.com/newspapers/strike-special-opinion-section-another-voice/docview/413629327/se-2?accountid=13360,GA
609,net_metering,WE'RE ON THE HUNT FOR THE 'EXXONMOBIL OF SOLAR',"HERBKERSMAN, BILL","Savannah Morning News; Savannah, Ga.","May 11, 2009","Savannah, Ga.",A.7,CAUSES,https://www.proquest.com/newspapers/were-on-hunt-exxonmobil-solar/docview/382041725/se-2?accountid=13360,GA
610,gas_tax,LEGISLATIVE UPDATE: Bill targeting pollution from construction boasts support: [Home Edition],"STACY SHELTON, JULIE B. HAIRSTON","The Atlanta Journal - Constitution; Atlanta, Ga.","Apr 7, 2003","Atlanta, Ga.",,Business Horizon,https://www.proquest.com/newspapers/legislative-update-bill-targeting-pollution/docview/337002125/se-2?accountid=13360,GA
611,gas_tax,"A Guiding Hand Does metro Atlanta need a new agency to handle growth problems? Many residents say yes, but making it happen could be tough.","Goldberg, David","The Atlanta Journal the Atlanta Constitution; Atlanta, Ga.","Jul 20, 1998","Atlanta, Ga.",,Business Horizon,https://www.proquest.com/newspapers/guiding-hand-does-metro-atlanta-need-new-agency/docview/247663973/se-2?accountid=13360,GA
612,net_metering,Program to encourage rooftop solar in Georgia nears capacity,"Landers, Mary","Savannah Morning News; Savannah, Ga.","Jul 13, 2021","Savannah, Ga.",A.1,News,https://www.proquest.com/newspapers/program-encourage-rooftop-solar-georgia-nears/docview/2550609238/se-2?accountid=13360,GA
613,carbon_tax,COAL-FIRED POWER PLANTS: Energy needs demand solution,"Israel, George","The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 16, 2008","Atlanta, Ga.",,@issue,https://www.proquest.com/newspapers/coal-fired-power-plants-energy-needs-demand/docview/337484468/se-2?accountid=13360,GA
614,gas_tax,A start for bipartisan budget policy,"Parasiliti, Andrew","The Atlanta Journal - Constitution; Atlanta, Ga.","Mar 25, 2011","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/start-bipartisan-budget-policy/docview/858403061/se-2?accountid=13360,GA
615,gas_tax,Incorporating a piece of paradise Residents form new government in Florida islands,"Williams, Mike","The Atlanta Journal the Atlanta Constitution; Atlanta, Ga.","Nov 22, 1998","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/incorporating-piece-paradise-residents-form-new/docview/247590873/se-2?accountid=13360,GA
616,cap_and_trade,ELECTION 2008: The Challenge of Change: Energy,"Shelton, Stacy; HALICKS, RICHARD","The Atlanta Journal - Constitution; Atlanta, Ga.","Nov 9, 2008","Atlanta, Ga.",,ELECTION 2008 COMMEMORATIVE,https://www.proquest.com/newspapers/election-2008-challenge-change-energy/docview/337602793/se-2?accountid=13360,GA
617,gas_tax,DON'T SIT ON SOLUTIONS: [HOME Edition],,"Savannah Morning News; Savannah, Ga.","Mar 30, 2002","Savannah, Ga.",,OPINION,https://www.proquest.com/newspapers/dont-sit-on-solutions/docview/381812463/se-2?accountid=13360,GA
618,carbon_tax,"GLOBAL WARMING: Studies change debate's climate: Naysayers persist, but evidence gives credence to concerns: [Main Edition]","Shelton, Stacy","The Atlanta Journal - Constitution; Atlanta, Ga.","Jun 11, 2006","Atlanta, Ga.",,@issue,https://www.proquest.com/newspapers/global-warming-studies-change-debates-climate/docview/337266648/se-2?accountid=13360,GA
619,cap_and_trade,BUSH BACKFIRES ON GASES: [HOME Edition],,"Savannah Morning News; Savannah, Ga.","Feb 25, 2002","Savannah, Ga.",,OPINION,https://www.proquest.com/newspapers/bush-backfires-on-gases/docview/381805505/se-2?accountid=13360,GA
620,cap_and_trade,Readers write,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 7, 2009","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/readers-write/docview/337629782/se-2?accountid=13360,GA
621,cap_and_trade,RECYCLING AIR POLLUTION,"Fulford, Edward","Savannah Morning News; Savannah, Ga.","Apr 12, 2008","Savannah, Ga.",B.6,OPINION,https://www.proquest.com/newspapers/recycling-air-pollution/docview/381977482/se-2?accountid=13360,GA
622,net_metering,GUEST COLUMN: Investing in our solar system,"Cuttino, Phyllis","The Atlanta Journal - Constitution; Atlanta, Ga.","Mar 25, 2015","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/guest-column-investing-our-solar-system/docview/1665682909/se-2?accountid=13360,GA
623,carbon_tax,BALLOON TOUR CONDEMNS GLOBAL WARMING SOLUTION,"Nahed, Aldo","Savannah Morning News; Savannah, Ga.","Jun 19, 2008","Savannah, Ga.",C.1,COASTAL EMPIRE,https://www.proquest.com/newspapers/balloon-tour-condemns-global-warming-solution/docview/381989268/se-2?accountid=13360,GA
624,cap_and_trade,OUR OPINIONS: President's initiative will work against environment: [Home Edition],,"The Atlanta Journal - Constitution; Atlanta, Ga.","Feb 19, 2002","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/our-opinions-presidents-initiative-will-work/docview/336848904/se-2?accountid=13360,GA
625,gas_tax,CAMPAIGN WATCH: [Home Edition],,"The Atlanta Journal - Constitution; Atlanta, Ga.","Mar 29, 2004","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/campaign-watch/docview/337035492/se-2?accountid=13360,GA
626,gas_tax,Highway bill boosts Georgia funds State's share of federal transportation money will increase by 70 percent in legislation passed Friday.,,"The Atlanta Journal the Atlanta Constitution; Atlanta, Ga.","May 23, 1998","Atlanta, Ga.",,Business,https://www.proquest.com/newspapers/highway-bill-boosts-georgia-funds-states-share/docview/247565401/se-2?accountid=13360,GA
627,gas_tax,Gas tax won't drive transit solutions,"Wingfield, Kyle","The Atlanta Journal - Constitution; Atlanta, Ga.","Apr 21, 2011","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/gas-tax-wont-drive-transit-solutions/docview/862764132/se-2?accountid=13360,GA
628,gas_tax,Atlanta's bad air: A crisis top leaders won't touch Air: Area has driven into a dangerous corner,"Goldberg, David","The Atlanta Journal the Atlanta Constitution; Atlanta, Ga.","Mar 8, 1998","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/atlantas-bad-air-crisis-top-leaders-wont-touch/docview/247558943/se-2?accountid=13360,GA
629,cap_and_trade,"Considering cap and trade: Federal policymakers are considering a permit-trading system designed to create financial incentives for lowering pollution. It would cap carbon emission levels, allocate permits to businesses and allow low emitters to sell excess permits. Should the federal government create a cap and trade permitting system for greenhouse gas emissions?","Smith, Stephen A; Chang, Michael E","The Atlanta Journal - Constitution; Atlanta, Ga.","May 2, 2010","Atlanta, Ga.",,Business,https://www.proquest.com/newspapers/considering-cap-trade-federal-policymakers-are/docview/230731749/se-2?accountid=13360,GA
630,gas_tax,Letters Family is the building block for success of black students,"MICHAEL N. MANTEGNA, Roswell; JAMES MURRELL, Smyrna; JERRY SCHULL, Marietta; FRANK BACHRACH, Alpharetta; EMANUEL E. GLUCK, Atlanta; MICHAEL CARTWRIGHT, Snellville","The Atlanta Journal the Atlanta Constitution (pre-1997 Fulltext); Atlanta, Ga.","May 10, 1996","Atlanta, Ga.",A.23,EDITORIAL,https://www.proquest.com/newspapers/letters-family-is-building-block-success-black/docview/293211284/se-2?accountid=13360,GA
631,carbon_tax,Tim Echols column: Why Georgia doesn't need the Green New Deal,,"Savannah Morning News; Savannah, Ga.","Mar 29, 2019","Savannah, Ga.",,Opinion,https://www.proquest.com/newspapers/tim-echols-column-why-georgia-doesnt-need-green/docview/2199160748/se-2?accountid=13360,GA
632,cap_and_trade,ELECTION RIVALS AGREE ON ENERGY SITE,"Chourey, Sarita","Savannah Morning News; Savannah, Ga.","Oct 25, 2010","Savannah, Ga.",A.1,NEWS,https://www.proquest.com/newspapers/election-rivals-agree-on-energy-site/docview/762251833/se-2?accountid=13360,GA
633,cap_and_trade,GA. POWER AIMS TO RELY LESS ON COAL,"Jones, Walter C","Savannah Morning News; Savannah, Ga.","Jul 27, 2010","Savannah, Ga.",A.6,EXCHANGE,https://www.proquest.com/newspapers/ga-power-aims-rely-less-on-coal/docview/729867434/se-2?accountid=13360,GA
634,gas_tax,VOICE OF GWINNETT: Worthy of state attention: [Home Edition],"DEBORAH CHOSEWOOD, GARY VON BEHREN, STEVE RAMEY, RANDY COLLINS, ROBIN SCHMIDT, KATHLEEN POPE BINGAMAN, WES ALEXANDER, MINGHU SHEILA YAO, JAMES F. VAN VALKENBURG, GAIL FARRELL, ART SHELDON, MARLA CALDWELL, ROY MCCREARY, JOEL ARMISTEAD, GERALD NIDY","The Atlanta Journal - Constitution; Atlanta, Ga.","Jan 15, 2006","Atlanta, Ga.",,Gwinnett News,https://www.proquest.com/newspapers/voice-gwinnett-worthy-state-attention/docview/337268070/se-2?accountid=13360,GA
635,cap_and_trade,Senators attack mercury proposal EPA accused of pro-industry bias: [Home Edition],"Nesmith, Jeff","The Atlanta Journal - Constitution; Atlanta, Ga.","Apr 13, 2004","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/senators-attack-mercury-proposal-epa-accused-pro/docview/337062240/se-2?accountid=13360,GA
636,gas_tax,Finger-pointing won't fund transportation alternatives: [Home Edition],,"The Atlanta Constitution; Atlanta, Ga.","Jul 27, 2001","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/finger-pointing-wont-fund-transportation/docview/413900603/se-2?accountid=13360,GA
637,carbon_tax,SAVANNAH COFFEE PARTY HOSTS CANDIDATE FORUM,"Collier, Claudia","Savannah Morning News; Savannah, Ga.","Jun 30, 2010","Savannah, Ga.",W.4,NEWS,https://www.proquest.com/newspapers/savannah-coffee-party-hosts-candidate-forum/docview/577140316/se-2?accountid=13360,GA
638,gas_tax,"OUR OPINION: To loosen oil's grip, try tough love: Raising gas prices even higher will encourage conservation in long term: [Main Edition]","Harris, Lyle V","The Atlanta Journal - Constitution; Atlanta, Ga.","May 4, 2006","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/our-opinion-loosen-oils-grip-try-tough-love/docview/337263408/se-2?accountid=13360,GA
639,cap_and_trade,TOUGHER MERCURY LIMITS EXPECTED: [HOME Edition],"Larrabee, Brandon","Savannah Morning News; Savannah, Ga.","Jun 27, 2007","Savannah, Ga.",,COASTAL EMPIRE,https://www.proquest.com/newspapers/tougher-mercury-limits-expected/docview/381911851/se-2?accountid=13360,GA
640,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,Gwinnett News,https://www.proquest.com/newspapers/2008-voters-guide/docview/337489141/se-2?accountid=13360,GA
641,carbon_tax,GA. POWER AIMS TO RELY LESS ON COAL,"Jones, Walter C","Savannah Morning News; Savannah, Ga.","Jul 27, 2010","Savannah, Ga.",A.6,EXCHANGE,https://www.proquest.com/newspapers/ga-power-aims-rely-less-on-coal/docview/729867434/se-2?accountid=13360,GA
642,gas_tax,ELECTION 2016: Top GOP lawmakers face rare challenges: Many Georgians see unusual opposition in Tuesday primary.,"Aaron Gould Sheinin; Torres, Kristina","The Atlanta Journal - Constitution; Atlanta, Ga.","May 21, 2016","Atlanta, Ga.",,NEWS,https://www.proquest.com/newspapers/election-2016-top-gop-lawmakers-face-rare/docview/1790156011/se-2?accountid=13360,GA
643,cap_and_trade,BALLOON TOUR CONDEMNS GLOBAL WARMING SOLUTION,"Nahed, Aldo","Savannah Morning News; Savannah, Ga.","Jun 19, 2008","Savannah, Ga.",C.1,COASTAL EMPIRE,https://www.proquest.com/newspapers/balloon-tour-condemns-global-warming-solution/docview/381989268/se-2?accountid=13360,GA
644,gas_tax,Telescope is key issue for Big Isle House candidates,"Fujimori, Leila","Honolulu Star - Advertiser; Honolulu, Hawaii","Oct 17, 2016","Honolulu, Hawaii",,Hawaii News,https://www.proquest.com/newspapers/telescope-is-key-issue-big-isle-house-candidates/docview/1829707587/se-2?accountid=13360,HI
645,cap_and_trade,Firms say pollution law can't be abided,"Cocke, Sophie","Honolulu Star - Advertiser; Honolulu, Hawaii","Aug 06, 2015","Honolulu, Hawaii",,Hawaii News Premium,https://www.proquest.com/newspapers/firms-say-pollution-law-cant-be-abided/docview/1702054453/se-2?accountid=13360,HI
646,gas_tax,Letters and Commentary,,"Honolulu Advertiser; Honolulu, Hawaii","Dec 26, 2006","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/letters-commentary/docview/414800154/se-2?accountid=13360,HI
647,gas_tax,Rising costs fuel Democrats this session,"DePLEDGE, DERRICK","Honolulu Advertiser; Honolulu, Hawaii","Jan 14, 2007","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/rising-costs-fuel-democrats-this-session/docview/414809592/se-2?accountid=13360,HI
648,net_metering,Open quality mobile parks,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Jul 08, 2015","Honolulu, Hawaii",,Editorial Premium,https://www.proquest.com/newspapers/open-quality-mobile-parks/docview/1694920103/se-2?accountid=13360,HI
649,cap_and_trade,Letters & Commentary,,"Honolulu Advertiser; Honolulu, Hawaii","Apr 30, 2010","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/letters-commentary/docview/276399322/se-2?accountid=13360,HI
650,emissions_tax,How major bills fared at the Capitol,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Mar 10, 2019","Honolulu, Hawaii",,Hawaii News,https://www.proquest.com/newspapers/how-major-bills-fared-at-capitol/docview/2189476391/se-2?accountid=13360,HI
651,gas_tax,How Hawaii's major bills fared at the Capitol,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Mar 12, 2017","Honolulu, Hawaii",,Hawaii News,https://www.proquest.com/newspapers/how-hawaiis-major-bills-fared-at-capitol/docview/1876348828/se-2?accountid=13360,HI
652,gas_tax,Letters to the Editor,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Mar 06, 2013","Honolulu, Hawaii",,Editorial Premium,https://www.proquest.com/newspapers/letters-editor/docview/1314887164/se-2?accountid=13360,HI
653,cap_and_trade,ISLAND VOICES: [1],"Siddiqi, Toufiq","Honolulu Advertiser; Honolulu, Hawaii","Dec 13, 2009","Honolulu, Hawaii",,Focus,https://www.proquest.com/newspapers/island-voices/docview/415030141/se-2?accountid=13360,HI
654,gas_tax,LETTERS AND COMMENTARY,,"Honolulu Advertiser; Honolulu, Hawaii","Feb 3, 2008","Honolulu, Hawaii",,Focus,https://www.proquest.com/newspapers/letters-commentary/docview/415047274/se-2?accountid=13360,HI
655,RPS,Letters and Commentary,,"Honolulu Advertiser; Honolulu, Hawaii","Jul 2, 2004","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/letters-commentary/docview/414787156/se-2?accountid=13360,HI
656,gas_tax,Kokua Line: State mulls various methods to track mileage for road-usage fee,"Donnelly, Christine","Honolulu Star - Advertiser; Honolulu, Hawaii","Nov 15, 2019","Honolulu, Hawaii",,Hawaii News - Kokua Line,https://www.proquest.com/newspapers/kokua-line-state-mulls-various-methods-track/docview/2314495745/se-2?accountid=13360,HI
657,gas_tax,Gov. Ige grades the Legislature,"Cocke, Sophie","Honolulu Star - Advertiser; Honolulu, Hawaii","May 5, 2016","Honolulu, Hawaii",,Hawaii News,https://www.proquest.com/newspapers/gov-ige-grades-legislature/docview/1787035855/se-2?accountid=13360,HI
658,cap_and_trade,Editorials,,"Honolulu Advertiser; Honolulu, Hawaii","Jul 27, 2009","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/editorials/docview/415095485/se-2?accountid=13360,HI
659,gas_tax,Candidates focus on enhancing schools in District 19,"Omaye, Jayna","Honolulu Star - Advertiser; Honolulu, Hawaii","Sep 22, 2016","Honolulu, Hawaii",,Hawaii News,https://www.proquest.com/newspapers/candidates-focus-on-enhancing-schools-district-19/docview/1822335438/se-2?accountid=13360,HI
660,cap_and_trade,LETTERS AND COMMENTARY,,"Honolulu Advertiser; Honolulu, Hawaii","Jul 1, 2009","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/letters-commentary/docview/414906169/se-2?accountid=13360,HI
661,gas_tax,Letters to the Editor,Anonymous,"Honolulu Star - Advertiser; Honolulu, Hawaii","Apr 21, 2011","Honolulu, Hawaii",,editorials,https://www.proquest.com/newspapers/letters-editor/docview/862909111/se-2?accountid=13360,HI
662,net_metering,LEGISLATURE 2009 | STATUS REPORT,,"Honolulu Advertiser; Honolulu, Hawaii","Mar 18, 2009","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/legislature-2009-status-report/docview/414947490/se-2?accountid=13360,HI
663,net_metering,State energy policy faulted as timid,Tenbruggencate Jan,"Honolulu Advertiser; Honolulu, Hawaii","Nov 26, 2004","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/state-energy-policy-faulted-as-timid/docview/414699584/se-2?accountid=13360,HI
664,demand-side_management,Letters to the Editor,Anonymous,"Honolulu Star - Advertiser; Honolulu, Hawaii","Jul 24, 2011","Honolulu, Hawaii",,editorials,https://www.proquest.com/newspapers/letters-editor/docview/878804737/se-2?accountid=13360,HI
665,gas_tax,"In report on states' finances, a grim long-term forecast","Mary Williams Walsh; Cooper, Michael","Honolulu Star - Advertiser; Honolulu, Hawaii","Jul 18, 2012","Honolulu, Hawaii",,Hawaii News,https://www.proquest.com/newspapers/report-on-states-finances-grim-long-term-forecast/docview/1026852001/se-2?accountid=13360,HI
666,net_metering,Leslie Cole-Brooks,"Coleman, Mark","Honolulu Star - Advertiser; Honolulu, Hawaii","Aug 21, 2015","Honolulu, Hawaii",,Editorial Premium,https://www.proquest.com/newspapers/leslie-cole-brooks/docview/1706203184/se-2?accountid=13360,HI
667,cap_and_trade,ELECTION 2008,"DePLEDGE, DERRICK","Honolulu Advertiser; Honolulu, Hawaii","Feb 19, 2008","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/election-2008/docview/414873276/se-2?accountid=13360,HI
668,net_metering,Solar funding program fails to match hype,"Mykleseth, Kathryn","Honolulu Star - Advertiser; Honolulu, Hawaii","Jun 12, 2016","Honolulu, Hawaii",,Hawaii News,https://www.proquest.com/newspapers/solar-funding-program-fails-match-hype/docview/1795826124/se-2?accountid=13360,HI
669,gas_tax,Lower revenue spurs city to cut spending further,"Boylan, Peter","Honolulu Advertiser; Honolulu, Hawaii","Dec 1, 2008","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/lower-revenue-spurs-city-cut-spending-further/docview/414926423/se-2?accountid=13360,HI
670,RPS,First woman to lead state's utilities council looks back,"Tonokawa, Lauren","Honolulu Star - Advertiser; Honolulu, Hawaii","Jun 11, 2016","Honolulu, Hawaii",,Business,https://www.proquest.com/newspapers/first-woman-lead-states-utilities-council-looks/docview/1795746674/se-2?accountid=13360,HI
671,carbon_tax,Illegal immigrants do commit crimes,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Mar 6, 2017","Honolulu, Hawaii",,Editorial,https://www.proquest.com/newspapers/illegal-immigrants-do-commit-crimes/docview/1874629390/se-2?accountid=13360,HI
672,net_metering,'Green' fund needs revitalizing,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Jun 15, 2016","Honolulu, Hawaii",,Editorial,https://www.proquest.com/newspapers/green-fund-needs-revitalizing/docview/1797060378/se-2?accountid=13360,HI
673,gas_tax,Gas tax better than mileage tax,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Sep 23, 2016","Honolulu, Hawaii",,Editorial,https://www.proquest.com/newspapers/gas-tax-better-than-mileage/docview/1822608782/se-2?accountid=13360,HI
674,gas_tax,Hawaii’s infrastructure gets D+ in yearly report from engineers society,"Cole, William","Honolulu Star - Advertiser; Honolulu, Hawaii","Mar 8, 2019","Honolulu, Hawaii",,Hawaii News,https://www.proquest.com/newspapers/hawaii-s-infrastructure-gets-d-yearly-report/docview/2189175827/se-2?accountid=13360,HI
675,cap_and_trade,City Council failed to show leadership,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Jun 11, 2017","Honolulu, Hawaii",,Editorial,https://www.proquest.com/newspapers/city-council-failed-show-leadership/docview/1908282976/se-2?accountid=13360,HI
676,net_metering,Hawai`i's Environment,Tenbruggencate Jan,"Honolulu Advertiser; Honolulu, Hawaii","Feb 10, 2003","Honolulu, Hawaii",,Hawaii,https://www.proquest.com/newspapers/hawai-is-environment/docview/414592638/se-2?accountid=13360,HI
677,cap_and_trade,Massachusetts victory buoys Republican hopes in Illinois,Monica Davey / New York Times,"Honolulu Star - Bulletin; Honolulu, Hawaii","Jan 26, 2010","Honolulu, Hawaii",,news,https://www.proquest.com/newspapers/massachusetts-victory-buoys-republican-hopes/docview/412434841/se-2?accountid=13360,HI
678,net_metering,Green power making most of green light?,Maureen O’Connell,"Honolulu Star - Advertiser; Honolulu, Hawaii","Jul 16, 2017","Honolulu, Hawaii",,Editorial,https://www.proquest.com/newspapers/green-power-making-most-light/docview/1919405968/se-2?accountid=13360,HI
679,net_metering,State energy policy faulted for timidity,Tenbruggencate Jan,"Honolulu Advertiser; Honolulu, Hawaii","Nov 26, 2004","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/state-energy-policy-faulted-timidity/docview/414699851/se-2?accountid=13360,HI
680,gas_tax,Letters to the Editor,,"Honolulu Star - Advertiser; Honolulu, Hawaii","Oct 21, 2012","Honolulu, Hawaii",,Editorial Premium,https://www.proquest.com/newspapers/letters-editor/docview/1113971600/se-2?accountid=13360,HI
681,gas_tax,Letters and Commentary,,"Honolulu Advertiser; Honolulu, Hawaii","Feb 26, 2007","Honolulu, Hawaii",,Main,https://www.proquest.com/newspapers/letters-commentary/docview/414815338/se-2?accountid=13360,HI
682,carbon_tax,Measures aim to free state of fossil fuel use in 30 years,"Reyes, B J","Honolulu Star - Advertiser; Honolulu, Hawaii","Jun 09, 2015","Honolulu, Hawaii",,Hawaii News Premium,https://www.proquest.com/newspapers/measures-aim-free-state-fossil-fuel-use-30-years/docview/1686958277/se-2?accountid=13360,HI
683,net_metering,First woman to lead state's utilities council looks back,"Tonokawa, Lauren","Honolulu Star - Advertiser; Honolulu, Hawaii","Jun 11, 2016","Honolulu, Hawaii",,Business,https://www.proquest.com/newspapers/first-woman-lead-states-utilities-council-looks/docview/1795746674/se-2?accountid=13360,HI
684,RPS,Earth Day: Hawaii’s companies demonstrate alaka‘i during this time of great change,"Lau, Connie","Honolulu Star - Advertiser; Honolulu, Hawaii","Apr 22, 2021","Honolulu, Hawaii",,Editorial - Island Voices,https://www.proquest.com/newspapers/earth-day-hawaii-s-companies-demonstrate-alaka-i/docview/2516124226/se-2?accountid=13360,HI
